Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
February 29 2024,Pend Oreille,WA,Passenger,33,21,54,8756,8810,0.61
February 29 2024,Douglas,WA,Truck,11,0,11,13039,13050,0.08
June 30 2023,Kings,CA,Passenger,2,2,4,285,289,1.38
October 31 2022,Cook,IL,Passenger,2,0,2,195,197,1.02
June 30 2020,Charleston,SC,Passenger,1,0,1,107,108,0.93
May 31 2022,Harris,TX,Passenger,2,0,2,182,184,1.09
October 31 2020,Platte,MO,Passenger,1,0,1,19,20,5
January 31 2022,St. Clair,IL,Passenger,1,0,1,129,130,0.77
March 31 2022,Danville,VA,Passenger,1,0,1,0,1,100
March 31 2019,Island,WA,Truck,0,0,0,21175,21175,0
December 31 2018,Maricopa,AZ,Passenger,2,3,5,1628,1633,0.31
January 31 2019,Kalamazoo,MI,Passenger,1,0,1,16,17,5.88
October 31 2020,Greene,MO,Passenger,0,1,1,36,37,2.7
November 30 2022,Ray,MO,Passenger,0,1,1,1,2,50
October 31 2022,Pierce,WA,Truck,62,0,62,139965,140027,0.04
September 30 2021,Chelan,WA,Passenger,375,104,479,54738,55217,0.87
April 30 2018,Clark,NV,Passenger,2,3,5,764,769,0.65
October 31 2017,Fulton,GA,Passenger,1,0,1,110,111,0.9
February 28 2019,Richland,SC,Passenger,0,1,1,166,167,0.6
December 31 2021,York,VA,Passenger,1,0,1,95,96,1.04
November 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
February 28 2018,Kittitas,WA,Passenger,37,27,64,28680,28744,0.22
September 30 2022,Mason,WA,Passenger,337,176,513,46871,47384,1.08
September 30 2017,Dakota,MN,Passenger,0,2,2,37,39,5.13
June 30 2020,Carroll,NH,Passenger,0,1,1,4,5,20
October 31 2017,Douglas,WA,Passenger,36,32,68,26965,27033,0.25
October 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
March 31 2021,Collin,TX,Passenger,2,1,3,130,133,2.26
November 30 2020,Sarasota,FL,Passenger,2,0,2,38,40,5
June 30 2022,Hamilton,IN,Passenger,1,0,1,29,30,3.33
May 31 2024,Platte,MO,Passenger,2,0,2,17,19,10.53
March 31 2023,Jefferson,WA,Passenger,525,247,772,24271,25043,3.08
March 31 2017,Collin,TX,Passenger,0,1,1,154,155,0.65
February 29 2020,Deschutes,OR,Passenger,4,0,4,155,159,2.52
June 30 2022,Muscogee,GA,Passenger,0,1,1,125,126,0.79
June 30 2017,Wayne,MI,Passenger,0,1,1,72,73,1.37
March 31 2022,Philadelphia,PA,Passenger,1,0,1,44,45,2.22
July 31 2023,Snohomish,WA,Passenger,13180,3138,16318,527402,543720,3
April 30 2019,Ferry,WA,Passenger,4,2,6,4374,4380,0.14
March 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,91,92,1.09
July 31 2018,Montgomery,MD,Passenger,1,0,1,292,293,0.34
December 31 2019,Shelby,TN,Passenger,0,1,1,100,101,0.99
September 30 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
December 31 2019,Arapahoe,CO,Passenger,1,0,1,146,147,0.68
March 31 2021,Carroll,NH,Passenger,0,1,1,4,5,20
October 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
March 31 2020,Whatcom,WA,Passenger,1058,490,1548,151132,152680,1.01
April 30 2023,Whatcom,WA,Passenger,2341,859,3200,147645,150845,2.12
October 31 2018,Salt Lake,UT,Passenger,1,0,1,226,227,0.44
July 31 2018,Nueces,TX,Passenger,1,1,2,87,89,2.25
November 30 2022,Essex,MA,Passenger,2,0,2,14,16,12.5
March 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25
October 31 2022,Penobscot,ME,Passenger,0,1,1,8,9,11.11
February 28 2023,Cowlitz,WA,Truck,7,0,7,28311,28318,0.02
April 30 2020,Lewis,WA,Truck,0,0,0,25978,25978,0
March 31 2018,Clark,NV,Passenger,2,3,5,762,767,0.65
August 31 2017,Orleans,LA,Passenger,0,1,1,44,45,2.22
March 31 2023,Portsmouth,VA,Passenger,0,1,1,65,66,1.52
October 31 2023,Brown,WI,Passenger,1,0,1,4,5,20
June 30 2022,Snohomish,WA,Passenger,8355,2525,10880,532357,543237,2
October 31 2023,Whitman,WA,Passenger,185,93,278,21968,22246,1.25
August 31 2023,Clark,NV,Passenger,7,3,10,428,438,2.28
August 31 2021,Harris,TX,Passenger,1,1,2,220,222,0.9
July 31 2024,St. Charles,MO,Passenger,1,0,1,19,20,5
April 30 2023,Washtenaw,MI,Passenger,0,2,2,25,27,7.41
April 30 2021,Moore,NC,Passenger,0,1,1,134,135,0.74
September 30 2020,Riverside,CA,Passenger,3,0,3,632,635,0.47
March 31 2019,Charles,MD,Passenger,0,1,1,83,84,1.19
October 31 2022,Okaloosa,FL,Passenger,0,1,1,103,104,0.96
June 30 2022,Grant,WA,Truck,0,0,0,28004,28004,0
February 29 2024,Yolo,CA,Passenger,2,0,2,21,23,8.7
January 31 2024,Hoke,NC,Passenger,1,0,1,61,62,1.61
April 30 2023,Kootenai,ID,Truck,1,0,1,31,32,3.12
January 31 2021,Clallam,WA,Truck,1,0,1,21859,21860,0
December 31 2019,Walla Walla,WA,Truck,0,0,0,13661,13661,0
January 31 2024,Garfield,WA,Truck,0,0,0,982,982,0
January 31 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
September 30 2023,Pinal,AZ,Passenger,2,1,3,85,88,3.41
August 31 2020,Chesapeake,VA,Passenger,0,1,1,431,432,0.23
August 31 2019,Los Angeles,CA,Passenger,6,6,12,1143,1155,1.04
December 31 2021,San Mateo,CA,Passenger,2,0,2,93,95,2.11
February 28 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
February 28 2018,Volusia,FL,Passenger,0,1,1,36,37,2.7
September 30 2022,Montgomery,MD,Passenger,4,2,6,204,210,2.86
April 30 2020,Anne Arundel,MD,Passenger,0,1,1,411,412,0.24
November 30 2019,Montgomery,TX,Passenger,1,0,1,60,61,1.64
September 30 2022,Middlesex,MA,Passenger,2,0,2,91,93,2.15
October 31 2017,Ventura,CA,Passenger,0,1,1,348,349,0.29
June 30 2020,Pend Oreille,WA,Truck,0,0,0,5759,5759,0
June 30 2020,Flathead,MT,Passenger,1,0,1,66,67,1.49
August 31 2019,Bergen,NJ,Passenger,1,0,1,27,28,3.57
November 30 2019,San Mateo,CA,Passenger,1,1,2,133,135,1.48
October 31 2018,Suffolk,MA,Passenger,0,1,1,46,47,2.13
September 30 2018,Santa Fe,NM,Passenger,0,1,1,45,46,2.17
September 30 2021,King,WA,Passenger,32864,9685,42549,1364247,1406796,3.02
February 28 2017,District of Columbia,DC,Passenger,0,3,3,225,228,1.32
April 30 2022,Suffolk,VA,Passenger,1,0,1,126,127,0.79
July 31 2020,Juneau,AK,Passenger,0,1,1,32,33,3.03
March 31 2023,Jackson,OK,Passenger,0,1,1,36,37,2.7
October 31 2022,Douglas,CO,Passenger,0,1,1,76,77,1.3
April 30 2020,Pierce,WA,Truck,0,0,0,141065,141065,0
January 31 2023,Klickitat,WA,Truck,4,0,4,8229,8233,0.05
April 30 2018,San Mateo,CA,Passenger,1,1,2,136,138,1.45
April 30 2022,Lane,OR,Passenger,0,2,2,114,116,1.72
November 30 2019,Queens,NY,Passenger,1,0,1,53,54,1.85
November 30 2022,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
September 30 2022,Stafford,VA,Passenger,2,1,3,91,94,3.19
July 31 2021,Middlesex,MA,Passenger,1,0,1,101,102,0.98
April 30 2021,Ramsey,MN,Passenger,1,0,1,36,37,2.7
July 31 2023,Spokane,WA,Passenger,2364,1135,3499,322240,325739,1.07
August 31 2020,Franklin,WA,Passenger,66,76,142,60763,60905,0.23
May 31 2024,Pend Oreille,WA,Passenger,35,19,54,8687,8741,0.62
June 30 2022,Kittitas,WA,Truck,1,0,1,14653,14654,0.01
August 31 2023,Lincoln,WA,Truck,0,0,0,4844,4844,0
February 28 2019,Columbia,WA,Truck,0,0,0,1525,1525,0
April 30 2022,Kauai,HI,Passenger,1,0,1,20,21,4.76
February 28 2022,Walla Walla,WA,Passenger,152,90,242,36200,36442,0.66
February 28 2021,Kent,MI,Passenger,0,1,1,28,29,3.45
March 31 2022,Lincoln,OR,Passenger,0,1,1,33,34,2.94
December 31 2021,San Luis Obispo,CA,Passenger,1,0,1,65,66,1.52
December 31 2022,Charles,MD,Passenger,1,1,2,57,59,3.39
December 31 2020,Palm Beach,FL,Passenger,1,2,3,81,84,3.57
December 31 2017,Jefferson,NY,Passenger,1,0,1,231,232,0.43
November 30 2019,Kent,MI,Passenger,0,1,1,27,28,3.57
April 30 2017,Northampton,PA,Passenger,2,0,2,191,193,1.04
January 31 2018,Prince William,VA,Passenger,0,5,5,266,271,1.85
August 31 2022,Klickitat,WA,Passenger,105,54,159,15155,15314,1.04
December 31 2021,Orange,NC,Passenger,0,1,1,12,13,7.69
March 31 2023,Grays Harbor,WA,Truck,2,0,2,20994,20996,0.01
April 30 2021,Placer,CA,Passenger,2,0,2,86,88,2.27
June 30 2022,Stafford,VA,Passenger,2,1,3,95,98,3.06
June 30 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
August 31 2020,Jones,GA,Passenger,1,0,1,1,2,50
June 30 2019,Chelan,WA,Truck,0,0,0,22276,22276,0
January 31 2022,Monterey,CA,Passenger,0,3,3,158,161,1.86
February 28 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
July 31 2022,Kings,CA,Passenger,2,1,3,317,320,0.94
August 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
May 31 2021,Harford,MD,Passenger,0,1,1,57,58,1.72
August 31 2022,Fredericksburg,VA,Passenger,1,0,1,7,8,12.5
October 31 2023,Essex,MA,Passenger,1,0,1,10,11,9.09
February 28 2019,Bexar,TX,Passenger,2,4,6,701,707,0.85
May 31 2018,Kittitas,WA,Passenger,45,32,77,28899,28976,0.27
February 29 2020,Virginia Beach,VA,Passenger,1,0,1,689,690,0.14
September 30 2019,Franklin,WA,Truck,0,0,0,19530,19530,0
September 30 2018,Dale,AL,Passenger,0,1,1,54,55,1.82
May 31 2024,Essex,NJ,Passenger,2,1,3,6,9,33.33
December 31 2023,Bay,FL,Passenger,1,0,1,21,22,4.55
February 28 2023,Pierce,WA,Passenger,6580,2576,9156,534793,543949,1.68
June 30 2019,Thurston,WA,Passenger,874,638,1512,197564,199076,0.76
October 31 2018,Grant,WA,Passenger,32,50,82,63916,63998,0.13
December 31 2023,San Juan,WA,Passenger,684,195,879,13672,14551,6.04
July 31 2021,Kern,CA,Passenger,0,1,1,210,211,0.47
March 31 2020,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
March 31 2021,Maui,HI,Passenger,2,0,2,30,32,6.25
August 31 2023,Orange,FL,Passenger,2,0,2,60,62,3.23
May 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20
October 31 2021,King,WA,Truck,4,1,5,183376,183381,0
September 30 2023,Douglas,WA,Truck,8,0,8,13076,13084,0.06
January 31 2020,Kitsap,WA,Truck,1,0,1,54463,54464,0
September 30 2023,Island,WA,Passenger,1184,459,1643,60918,62561,2.63
May 31 2021,Pacific,WA,Truck,0,0,0,7933,7933,0
December 31 2019,Pend Oreille,WA,Passenger,7,7,14,9509,9523,0.15
June 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2022,Cowlitz,WA,Passenger,389,187,576,70138,70714,0.81
January 31 2023,Skagit,WA,Passenger,955,365,1320,89219,90539,1.46
May 31 2023,Jefferson,WA,Passenger,552,260,812,24279,25091,3.24
May 31 2018,Sacramento,CA,Passenger,1,1,2,315,317,0.63
October 31 2018,Asotin,WA,Truck,0,0,0,6634,6634,0
December 31 2023,Adams,WA,Truck,3,0,3,5355,5358,0.06
July 31 2023,Kauai,HI,Passenger,0,1,1,16,17,5.88
November 30 2018,Monroe,IL,Passenger,1,0,1,3,4,25
July 31 2019,Clark,WA,Truck,0,0,0,80583,80583,0
May 31 2024,Riverside,CA,Passenger,3,0,3,330,333,0.9
December 31 2020,Deschutes,OR,Passenger,2,0,2,137,139,1.44
April 30 2020,Santa Clara,CA,Passenger,8,2,10,334,344,2.91
February 28 2022,Whatcom,WA,Truck,4,0,4,43569,43573,0.01
February 28 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
June 30 2018,Prince George,VA,Passenger,0,1,1,71,72,1.39
May 31 2024,Sacramento,CA,Truck,1,0,1,27,28,3.57
January 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25
May 31 2020,Ramsey,MN,Passenger,1,0,1,46,47,2.13
March 31 2021,Okaloosa,FL,Passenger,0,1,1,139,140,0.71
May 31 2023,Garfield,WA,Truck,0,0,0,976,976,0
June 30 2017,Garfield,WA,Truck,0,0,0,939,939,0
November 30 2023,New Haven,CT,Passenger,0,2,2,26,28,7.14
September 30 2022,Juneau,AK,Passenger,0,1,1,31,32,3.12
November 30 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50
January 31 2024,King,WA,Passenger,71842,17412,89254,1315101,1404355,6.36
May 31 2018,Monterey,CA,Passenger,0,1,1,191,192,0.52
January 31 2024,DuPage,IL,Passenger,2,1,3,27,30,10
May 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20
September 30 2022,Orange,NC,Passenger,0,1,1,7,8,12.5
October 31 2017,Clark,NV,Passenger,2,3,5,781,786,0.64
June 30 2021,San Diego,CA,Passenger,18,4,22,2606,2628,0.84
January 31 2019,Lincoln,WA,Truck,0,0,0,4665,4665,0
May 31 2020,Santa Clara,CA,Passenger,8,2,10,320,330,3.03
January 31 2021,Queens,NY,Passenger,1,0,1,53,54,1.85
December 31 2017,Charles,MD,Passenger,0,1,1,87,88,1.14
July 31 2024,San Diego,CA,Passenger,20,7,27,1658,1685,1.6
September 30 2019,Monterey,CA,Passenger,0,1,1,193,194,0.52
May 31 2023,Fairbanks North Star,AK,Passenger,0,1,1,55,56,1.79
June 30 2022,Sevier,AR,Passenger,0,1,1,0,1,100
November 30 2023,Bexar,TX,Passenger,2,3,5,365,370,1.35
April 30 2017,Columbia,WA,Passenger,0,1,1,2358,2359,0.04
November 30 2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08
September 30 2022,Hamilton,OH,Passenger,1,0,1,37,38,2.63
June 30 2023,Franklin,WA,Passenger,308,138,446,61952,62398,0.71
March 31 2021,Camden,NJ,Passenger,0,1,1,15,16,6.25
November 30 2019,Alameda,CA,Passenger,4,1,5,304,309,1.62
October 31 2021,Coryell,TX,Passenger,1,0,1,110,111,0.9
September 30 2018,Prince George's,MD,Passenger,1,1,2,183,185,1.08
September 30 2020,Montgomery,PA,Passenger,1,0,1,28,29,3.45
May 31 2023,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 29 2024,Pierce,WA,Truck,259,0,259,134050,134309,0.19
February 29 2024,Prince George's,MD,Passenger,3,1,4,104,108,3.7
November 30 2022,Pulaski,MO,Passenger,2,0,2,106,108,1.85
March 31 2024,Williamson,TX,Passenger,1,1,2,46,48,4.17
October 31 2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
August 31 2023,New Castle,DE,Passenger,1,0,1,17,18,5.56
February 28 2022,Danville,VA,Passenger,1,0,1,0,1,100
July 31 2022,Grant,WA,Truck,0,0,0,27943,27943,0
September 30 2018,Asotin,WA,Truck,0,0,0,6629,6629,0
January 31 2021,Ferry,WA,Passenger,9,3,12,4344,4356,0.28
October 31 2022,Ventura,CA,Passenger,3,3,6,247,253,2.37
August 31 2019,Loudoun,VA,Passenger,1,0,1,95,96,1.04
November 30 2021,Danville,VA,Passenger,1,0,1,0,1,100
November 30 2023,Multnomah,OR,Passenger,2,1,3,395,398,0.75
March 31 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
January 31 2023,Island,WA,Truck,20,0,20,21113,21133,0.09
October 31 2018,Caddo,LA,Passenger,0,1,1,27,28,3.57
May 31 2024,Lane,OR,Passenger,0,1,1,53,54,1.85
April 30 2021,Pend Oreille,WA,Truck,0,0,0,5736,5736,0
August 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
August 31 2020,Okanogan,WA,Passenger,40,34,74,25962,26036,0.28
September 30 2018,Columbia,WA,Passenger,2,2,4,2429,2433,0.16
June 30 2023,Cumberland,PA,Passenger,1,0,1,36,37,2.7
September 30 2023,Newport News,VA,Passenger,1,0,1,104,105,0.95
April 30 2024,Marion,IA,Passenger,1,0,1,0,1,100
August 31 2021,Clallam,WA,Passenger,350,220,570,50488,51058,1.12
December 31 2020,Skamania,WA,Passenger,33,22,55,8340,8395,0.66
January 31 2018,Benton,WA,Truck,0,0,0,40711,40711,0
April 30 2021,Collin,TX,Passenger,2,1,3,131,134,2.24
January 31 2024,Orange,FL,Passenger,2,0,2,50,52,3.85
January 31 2017,Orleans,LA,Passenger,0,1,1,52,53,1.89
July 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
September 30 2017,Collin,TX,Passenger,0,1,1,150,151,0.66
May 31 2024,Placer,CA,Passenger,1,0,1,57,58,1.72
June 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2020,Bartow,GA,Passenger,0,1,1,4,5,20
March 31 2022,Clinton,PA,Passenger,1,0,1,0,1,100
January 31 2023,Solano,CA,Passenger,4,0,4,157,161,2.48
September 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10
March 31 2024,New York,NY,Passenger,2,0,2,34,36,5.56
June 30 2019,Pierce,WA,Truck,0,0,0,139736,139736,0
September 30 2022,Virginia Beach,VA,Passenger,2,1,3,510,513,0.58
February 28 2018,Nueces,TX,Passenger,1,1,2,94,96,2.08
March 31 2022,Gwinnett,GA,Passenger,1,0,1,61,62,1.61
March 31 2022,Essex,NJ,Passenger,2,0,2,13,15,13.33
May 31 2020,Kitsap,WA,Passenger,1312,678,1990,179547,181537,1.1
March 31 2017,Monterey,CA,Passenger,0,1,1,223,224,0.45
July 31 2018,Howard,MD,Passenger,0,1,1,93,94,1.06
September 30 2018,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
February 29 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
March 31 2020,Clallam,WA,Passenger,214,166,380,50649,51029,0.74
February 28 2021,Utah,UT,Passenger,0,1,1,137,138,0.72
August 31 2020,Moore,NC,Passenger,0,2,2,154,156,1.28
March 31 2021,Lake,FL,Passenger,1,0,1,24,25,4
September 30 2021,Tom Green,TX,Passenger,0,1,1,22,23,4.35
February 28 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
March 31 2022,Spokane,WA,Truck,0,0,0,102343,102343,0
July 31 2023,Franklin,WA,Passenger,322,143,465,61954,62419,0.74
April 30 2021,Wahkiakum,WA,Passenger,11,6,17,3112,3129,0.54
July 31 2022,El Paso,TX,Passenger,4,0,4,355,359,1.11
August 31 2021,Collier,FL,Passenger,1,0,1,19,20,5
May 31 2020,Lincoln,WA,Passenger,4,12,16,7637,7653,0.21
May 31 2019,Stevens,WA,Passenger,21,29,50,31659,31709,0.16
October 31 2017,Hardin,KY,Passenger,0,1,1,111,112,0.89
May 31 2022,Marin,CA,Passenger,1,1,2,36,38,5.26
April 30 2022,Douglas,WA,Passenger,127,57,184,28510,28694,0.64
January 31 2020,Sacramento,CA,Passenger,1,1,2,303,305,0.66
September 30 2017,Cobb,GA,Passenger,0,1,1,70,71,1.41
January 31 2024,Autauga,AL,Passenger,2,0,2,10,12,16.67
July 31 2020,Penobscot,ME,Passenger,0,1,1,14,15,6.67
December 31 2023,Kitsap,WA,Passenger,3940,1518,5458,175363,180821,3.02
September 30 2023,Mason,WA,Truck,16,0,16,20614,20630,0.08
January 31 2022,Kittitas,WA,Truck,0,0,0,14771,14771,0
April 30 2020,Los Angeles,CA,Passenger,6,12,18,1057,1075,1.67
July 31 2023,Richland,SC,Passenger,0,1,1,110,111,0.9
January 31 2022,Wake,NC,Passenger,1,0,1,124,125,0.8
June 30 2020,Collier,FL,Passenger,1,0,1,22,23,4.35
November 30 2017,Eagle,CO,Passenger,1,0,1,6,7,14.29
April 30 2018,Williamson,TX,Passenger,0,1,1,164,165,0.61
May 31 2018,Grays Harbor,WA,Truck,0,0,0,20176,20176,0
February 28 2021,Owyhee,ID,Passenger,1,0,1,4,5,20
July 31 2022,Kittitas,WA,Truck,1,0,1,14612,14613,0.01
May 31 2022,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
April 30 2021,St. Mary's,MD,Passenger,1,0,1,209,210,0.48
January 31 2023,Clallam,WA,Truck,9,0,9,21842,21851,0.04
November 30 2020,Pierce,WA,Truck,0,0,0,144444,144444,0
July 31 2017,Kitsap,WA,Truck,1,0,1,52514,52515,0
November 30 2021,Lewis,WA,Passenger,197,165,362,59583,59945,0.6
January 31 2018,Grant,WA,Passenger,29,37,66,62282,62348,0.11
January 31 2023,Franklin,WA,Passenger,262,124,386,61774,62160,0.62
July 31 2021,Stafford,VA,Passenger,2,1,3,107,110,2.73
September 30 2020,Benton,WA,Passenger,393,329,722,134325,135047,0.53
September 30 2017,Salt Lake,UT,Passenger,1,0,1,253,254,0.39
August 31 2023,Hudson,NJ,Passenger,2,0,2,18,20,10
April 30 2017,Hamilton,IN,Passenger,1,0,1,61,62,1.61
June 30 2023,Burlington,NJ,Passenger,2,2,4,88,92,4.35
December 31 2019,Cowlitz,WA,Passenger,118,107,225,73621,73846,0.3
May 31 2021,Palm Beach,FL,Passenger,1,1,2,76,78,2.56
January 31 2024,St. Lawrence,NY,Passenger,1,0,1,3,4,25
July 31 2022,Ferry,WA,Passenger,21,4,25,4375,4400,0.57
November 30 2023,Pierce,WA,Passenger,9182,3132,12314,526454,538768,2.29
September 30 2021,Kittitas,WA,Passenger,179,72,251,29859,30110,0.83
September 30 2023,Chelan,WA,Truck,34,0,34,23182,23216,0.15
March 31 2017,Hamilton,IN,Passenger,1,0,1,64,65,1.54
June 30 2020,Garfield,WA,Truck,0,0,0,972,972,0
September 30 2020,Fulton,GA,Passenger,1,3,4,101,105,3.81
June 30 2021,Palm Beach,FL,Passenger,1,1,2,78,80,2.5
May 31 2022,Lincoln,WA,Passenger,8,18,26,7681,7707,0.34
June 30 2018,Chelan,WA,Truck,0,0,0,21866,21866,0
September 30 2023,San Joaquin,CA,Passenger,1,1,2,72,74,2.7
September 30 2022,Marion,OR,Passenger,1,0,1,90,91,1.1
July 31 2023,Pierce,WA,Passenger,7877,2834,10711,528854,539565,1.99
July 31 2022,Skamania,WA,Passenger,76,47,123,8136,8259,1.49
August 31 2020,Penobscot,ME,Passenger,0,1,1,14,15,6.67
June 30 2024,Mason,WA,Passenger,627,262,889,45422,46311,1.92
August 31 2021,Chelan,WA,Passenger,364,102,466,54697,55163,0.84
April 30 2019,Benton,WA,Passenger,248,263,511,133266,133777,0.38
February 28 2017,Jefferson,NY,Passenger,1,1,2,255,257,0.78
July 31 2024,Mason,WA,Truck,26,0,26,19822,19848,0.13
February 28 2022,Cook,IL,Passenger,2,0,2,216,218,0.92
June 30 2019,Alexandria,VA,Passenger,1,0,1,146,147,0.68
January 31 2022,Palm Beach,FL,Passenger,1,1,2,60,62,3.23
January 31 2023,Whatcom,WA,Passenger,2162,820,2982,148521,151503,1.97
November 30 2018,Mason,WA,Passenger,103,108,211,46415,46626,0.45
April 30 2017,Asotin,WA,Truck,0,0,0,6502,6502,0
February 29 2020,Loudoun,VA,Passenger,1,0,1,92,93,1.08
May 31 2023,Leavenworth,KS,Passenger,0,1,1,90,91,1.1
March 31 2018,New London,CT,Passenger,1,0,1,243,244,0.41
January 31 2018,Ramsey,MN,Passenger,1,0,1,42,43,2.33
August 31 2021,Ventura,CA,Passenger,1,4,5,276,281,1.78
September 30 2023,Multnomah,OR,Passenger,2,2,4,417,421,0.95
August 31 2021,Duval,FL,Passenger,0,2,2,351,353,0.57
May 31 2022,Goochland,VA,Passenger,4,2,6,168,174,3.45
July 31 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
July 31 2022,King,WA,Passenger,41869,11436,53305,1343932,1397237,3.82
July 31 2019,Howard,MD,Passenger,0,1,1,82,83,1.2
August 31 2023,Portsmouth,VA,Passenger,0,2,2,62,64,3.12
December 31 2023,Island,WA,Truck,42,0,42,20831,20873,0.2
April 30 2021,Mason,WA,Truck,0,0,0,21276,21276,0
April 30 2022,Bexar,TX,Passenger,3,4,7,495,502,1.39
January 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
August 31 2017,New London,CT,Passenger,1,0,1,247,248,0.4
March 31 2022,Douglas,NE,Passenger,1,2,3,51,54,5.56
March 31 2019,Contra Costa,CA,Passenger,1,2,3,386,389,0.77
November 30 2018,Flathead,MT,Passenger,1,0,1,61,62,1.61
September 30 2020,Orange,NC,Passenger,0,1,1,12,13,7.69
August 31 2021,Fresno,CA,Passenger,1,0,1,187,188,0.53
February 29 2020,Oklahoma,OK,Passenger,0,1,1,133,134,0.75
December 31 2018,Collier,FL,Passenger,1,0,1,21,22,4.55
September 30 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
July 31 2018,Fulton,GA,Passenger,1,3,4,108,112,3.57
October 31 2021,Clark,NV,Passenger,7,3,10,633,643,1.56
May 31 2021,Clark,WA,Passenger,2759,1367,4126,321742,325868,1.27
November 30 2021,Whitman,WA,Passenger,66,58,124,21909,22033,0.56
August 31 2017,Cobb,GA,Passenger,0,1,1,75,76,1.32
October 31 2017,Snohomish,WA,Truck,1,0,1,121455,121456,0
November 30 2022,Currituck,NC,Passenger,1,0,1,19,20,5
September 30 2022,Douglas,NE,Passenger,2,2,4,42,46,8.7
January 31 2022,,,Passenger,5,2,7,322,329,2.13
June 30 2019,San Mateo,CA,Passenger,2,1,3,122,125,2.4
June 30 2019,DuPage,IL,Passenger,2,0,2,65,67,2.99
April 30 2018,Mason,WA,Truck,0,0,0,19803,19803,0
August 31 2019,Solano,CA,Passenger,1,0,1,214,215,0.47
January 31 2020,Jefferson,WA,Truck,0,0,0,9657,9657,0
March 31 2021,Spartanburg,SC,Passenger,0,1,1,54,55,1.82
April 30 2022,St. Louis,MO,Passenger,2,0,2,73,75,2.67
November 30 2018,El Paso,TX,Passenger,1,0,1,484,485,0.21
May 31 2023,Suffolk,VA,Passenger,1,0,1,111,112,0.89
July 31 2021,San Joaquin,CA,Passenger,1,0,1,110,111,0.9
April 30 2021,Mohave,AZ,Passenger,1,0,1,61,62,1.61
June 30 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
May 31 2024,Tarrant,TX,Passenger,2,0,2,76,78,2.56
August 31 2023,Lincoln,OR,Passenger,0,1,1,17,18,5.56
October 31 2021,Queens,NY,Passenger,1,0,1,49,50,2
March 31 2023,Galveston,TX,Passenger,0,1,1,17,18,5.56
May 31 2023,San Francisco,CA,Passenger,2,0,2,70,72,2.78
May 31 2019,Deschutes,OR,Passenger,3,0,3,170,173,1.73
May 31 2018,Alameda,CA,Passenger,0,1,1,356,357,0.28
October 31 2019,Jones,GA,Passenger,1,0,1,1,2,50
June 30 2023,Spokane,WA,Passenger,2307,1092,3399,322354,325753,1.04
June 30 2021,Grays Harbor,WA,Truck,0,0,0,21442,21442,0
April 30 2020,Columbia,WA,Truck,0,0,0,1524,1524,0
May 31 2020,Pend Oreille,WA,Passenger,7,6,13,9211,9224,0.14
June 30 2022,Broward,FL,Passenger,1,0,1,87,88,1.14
September 30 2023,Tarrant,TX,Passenger,2,0,2,89,91,2.2
April 30 2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13
May 31 2017,Thurston,WA,Truck,0,0,0,53220,53220,0
